"firm_alias","mortgage_id","mortgage_expiry_date","mortgage_type","mortgage_state","mortgage_closed_date"
"Elderless","0e9e585d-6e8d-4df4-a7e5-0b426f04386c","2026-01-09","owner-occupied","redeemed","2026-03-28"
"Elderless","0ea0c530-e4fe-46bf-92b4-7e9cba3b9b3b","2026-09-26","owner-occupied","open",""
"Roast Ham","0ea42c22-9499-498d-bc87-58597e3b80eb","2027-04-30","owner-occupied","open",""
"Elderless","0ea447b6-588c-4778-8acf-923b00b734b9","2029-03-13","buy-to-let","open",""
"Elderless","0ea7c4cb-569a-4c37-860b-4b305c647b76","2027-04-07","buy-to-let","open",""
"Elderless","0ea916db-3803-4a3d-9402-c662856213ef","2027-06-30","owner-occupied","open",""
"Hidecreek","0ea995dc-cb30-468f-b31b-2bb25a278bb7","2028-12-07","buy-to-let","open",""
"Elderless","0eac36ba-2d81-483c-b463-52e3e5077154","2029-07-30","buy-to-let","open",""
"Elderless","0eb38634-9c6f-4a47-ba52-15285960efd3","2026-10-20","owner-occupied","open",""
"Elderless","0eb3ca23-e005-4c09-afcf-b5fc9bb0d750","2026-03-21","owner-occupied","open",""
"Hidecreek","0eb98391-cd1f-49af-a513-da1da96b4a77","2027-09-28","commercial-buy-to-let","open",""
"Roast Ham","0ebadb32-0854-4a85-9fdd-f957e7f2fa3a","2027-03-31","owner-occupied","open",""
"Roast Ham","0ec24af1-92f4-432a-989f-8cf58de509c9","2027-07-31","buy-to-let","open",""
"Hidecreek","0ec7589c-aa79-4c39-9039-0196501eb146","2028-12-08","buy-to-let","open",""
"Hidecreek","0ec8a133-eeaf-4974-815d-492fc5238a66","2028-10-20","buy-to-let","open",""
"Hidecreek","0ec9adb8-6f33-467e-975f-b4faf7dd4dd7","2027-06-10","buy-to-let","open",""
"Elderless","0ecd041a-cb48-43e8-9f1a-bfbf83f7a694","2028-05-31","buy-to-let","open",""
"Elderless","0ed2bd7d-3d3e-4940-bd7a-785a9dd6ee5f","2026-04-30","owner-occupied","redeemed","2026-02-07"
"Elderless","0ed4c354-e767-477d-907e-b360b1b5b85c","2025-09-14","buy-to-let","switched","2025-08-08"
"Hidecreek","0ed63112-6d59-491a-b9c1-d24c961bcd15","2029-05-24","buy-to-let","open",""
"Elderless","0ed6708b-bd45-436d-97ce-51292e374fc1","2030-06-08","buy-to-let","open",""
"Roast Ham","0ed69c34-b768-4085-ab80-83902a439bbb","2027-03-31","owner-occupied","open",""
"Elderless","0ed6cd3f-126c-43ae-9376-bec9dabb9445","2028-02-29","owner-occupied","open",""
"Elderless","0ed9f47a-0358-4364-927d-e24371234cd0","2027-02-04","buy-to-let","open",""
"Roast Ham","0edc0c78-4d0d-4c8a-ab7b-dfa80770457e","2027-12-31","owner-occupied","open",""
"Elderless","0ee18047-2c17-4ee8-8305-32ab428d95e6","2029-11-21","buy-to-let","open",""
"Elderless","0ee65d54-014a-46f1-ae13-bf3639a8617d","2025-06-21","buy-to-let","redeemed","2024-06-04"
"Elderless","0ee8db8f-25c4-4431-827a-a908e963c5e3","2025-11-01","buy-to-let","redeemed","2025-11-05"
"Hidecreek","0eec1959-1b24-4113-9005-d1db56ca087a","2030-03-18","buy-to-let","open",""
"Hidecreek","0eec4209-2786-43c9-bf67-b4ccd39ca940","2027-01-29","commercial-buy-to-let","open",""
"Hidecreek","0ef183ea-dcf7-4928-85df-c9cb18f75311","2026-10-15","commercial-buy-to-let","open",""
"Elderless","0ef3507d-bd7e-4c1d-a616-189c7ea354f2","2027-12-31","owner-occupied","open",""
"Elderless","0ef627e8-f357-4264-9533-bacb9bd16f03","2025-11-30","buy-to-let","switched","2025-09-25"
"Elderless","0ef9f251-f2cc-4c96-8c52-4039c8d27749","2029-06-02","owner-occupied","redeemed","2026-05-29"
"Elderless","0efb67e7-7c96-43c2-9914-11e3905be116","2026-04-30","buy-to-let","redeemed","2026-04-22"
"Elderless","0efcfe18-f413-40de-95dd-8fc20b397382","2028-12-19","buy-to-let","open",""
"Elderless","0efeb98a-f8b6-4eaa-8ec8-5b850836861c","2030-02-19","buy-to-let","open",""
"Elderless","0efefd17-ec38-4406-83f4-3e7ff85ba7e1","2030-11-25","buy-to-let","open",""
"Elderless","0effe3b4-c3f2-4baa-bdda-69cc910ee128","2025-09-30","buy-to-let","redeemed","2025-12-18"
"Elderless","0f028445-0897-4044-901a-718a1dd75cef","2031-05-14","buy-to-let","open",""
"Hidecreek","0f035540-bcd0-4cfe-958e-31d7dec1602c","2030-10-30","buy-to-let","open",""
"Roast Ham","0f05f0fe-5402-4317-9d1e-62a154b044fe","2027-02-28","owner-occupied","open",""
"Elderless","0f0740e2-a190-45eb-990f-88ad26a07474","2030-03-02","buy-to-let","open",""
"Elderless","0f0b9796-38ed-4a7a-b17c-ef1be8c55a66","2027-06-22","buy-to-let","open",""
"Roast Ham","0f0ccea3-9d9f-4749-b45f-6c5ed5281cdd","2026-03-31","owner-occupied","redeemed","2025-11-01"
"Roast Ham","0f10071a-d6fb-444b-a20f-5c386a12b660","2026-01-31","buy-to-let","switched","2025-11-22"
"Hidecreek","0f11b2a0-01f8-42a5-a3a4-b4525655cafe","2027-09-24","semi-commercial-buy-to-let","switched","2025-09-29"
"Elderless","0f13e542-fc88-450c-bfc6-b7f701bb4c43","2029-05-31","owner-occupied","open",""
"Elderless","0f146073-1196-4879-ab85-dc661ba16e9a","2027-07-19","owner-occupied","open",""
"Roast Ham","0f14f674-3546-444c-8c7f-5471faf71573","2030-07-31","owner-occupied","open",""
"Elderless","0f16870f-8ae9-41a2-8bb4-dcf2f5f8c27e","2027-05-31","buy-to-let","open",""
"Elderless","0f16a146-7b11-428f-b673-4d283a898db4","2030-03-03","buy-to-let","open",""
"Elderless","0f18ccb0-d6b7-4536-b7fa-0e15f88f8e0d","2026-10-31","buy-to-let","open",""
"Elderless","0f1a0956-dcf9-4fa6-b810-9e1371fa18f4","2030-10-06","buy-to-let","open",""
"Elderless","0f1a0ff6-0ee6-4703-9940-948adf283946","2026-06-29","buy-to-let","open",""
"Hidecreek","0f1d17c0-fbbd-487f-9620-b8b8c9560767","2030-07-09","buy-to-let","open",""
"Roast Ham","0f1ea415-186e-4552-abd2-c572d720d990","2026-08-31","owner-occupied","open",""
"Elderless","0f1ea449-5c6c-4eeb-9905-40df1f70b591","2029-12-10","buy-to-let","open",""
"Elderless","0f261d65-cc3e-4896-bbe2-c093a8c2ec14","2027-06-16","buy-to-let","open",""
"Elderless","0f27237c-f4c7-4cfe-a3ff-26330e3256fb","2030-09-14","owner-occupied","open",""
"Elderless","0f2ae2c8-36d3-40fc-a4ca-7ceb036def23","2027-05-10","buy-to-let","open",""
"Elderless","0f2b3858-dd8a-4f54-807f-aa085332a513","2025-05-31","buy-to-let","switched","2025-06-06"
"Elderless","0f2d39fb-c199-4432-91b6-dae47f5f064f","2027-10-14","buy-to-let","open",""
"Hidecreek","0f2e1343-fdbd-4075-8cf1-bb7fa8b2b9fe","2028-02-24","buy-to-let","open",""
"Elderless","0f2e8a62-ebb2-4375-bed3-43bfb262e338","2026-12-16","owner-occupied","open",""
"Roast Ham","0f334080-9b7c-4c52-bef7-b17cbff24a34","2025-05-03","buy-to-let","switched","2025-02-20"
"Roast Ham","0f34ef91-96b0-47e6-82c3-1dfe8e3c086d","2027-08-31","owner-occupied","open",""
"Roast Ham","0f3d23de-a6cb-4554-88e4-6d17d16bee0b","2026-08-31","buy-to-let","redeemed","2026-04-27"
"Elderless","0f3f15ae-77f7-44f3-b0b0-a7d4aa06a1ea","2025-05-31","owner-occupied","switched","2025-04-29"
"Elderless","0f3ff417-6762-4110-ad21-a970d48c8ef1","2025-11-30","buy-to-let","redeemed","2025-09-20"
"Roast Ham","0f46608c-a6f1-4b84-b97e-eb074405814d","2027-05-31","owner-occupied","open",""
"Roast Ham","0f46f3e1-6489-482f-a0c4-cd6b210abd4f","2025-08-31","owner-occupied","switched","2025-05-07"
"Roast Ham","0f4974df-9a88-4b15-b5b4-2b9ff74d744e","2028-04-30","buy-to-let","open",""
"Elderless","0f4ac608-f766-4873-b6a8-0f58513d9f3d","2027-02-16","owner-occupied","open",""
"Elderless","0f4d20ca-bca8-4325-bc38-43b7f4c882a5","2029-09-15","buy-to-let","open",""
"Elderless","0f5029db-9f89-4e3a-a888-80f3cc0cea93","2029-11-26","buy-to-let","open",""
"Elderless","0f53fe60-c415-41db-b94b-e00521f89f20","2025-07-12","buy-to-let","redeemed","2026-01-27"
"Elderless","0f5403d7-98f9-447c-a041-9335c8d26138","2027-09-04","buy-to-let","open",""
"Roast Ham","0f54cd77-e281-4707-a8a8-4d0c87b3bf11","2025-11-30","owner-occupied","redeemed","2025-12-02"
"Roast Ham","0f5551ab-77a0-418a-b68a-670efe8ab040","2028-06-30","owner-occupied","open",""
"Roast Ham","0f57774d-e6c4-4a18-8d59-839d0da27b7f","2027-11-30","owner-occupied","open",""
"Hidecreek","0f5ad594-3b28-485f-af8f-8e1dc6d6efa2","2027-03-15","semi-commercial-buy-to-let","open",""
"Roast Ham","0f5e1ee1-e5c0-486b-8b98-5ee167289771","2026-09-30","owner-occupied","open",""
"Elderless","0f62f328-34a5-470d-9577-354bdc58efa8","2026-08-31","buy-to-let","open",""
"Roast Ham","0f65daf9-bd53-4f19-a79b-63a933a4cc2a","2028-07-31","owner-occupied","open",""
"Elderless","0f686499-08ad-4515-aab4-94f24377b59d","2029-11-13","buy-to-let","open",""
"Elderless","0f6a19aa-f450-4ee8-8411-0620757b0dbc","2026-07-08","owner-occupied","redeemed","2025-09-30"
"Elderless","0f6b9d2d-8ada-48eb-8e0f-46405538a62b","2025-08-05","buy-to-let","open",""
"Elderless","0f6d3fac-0ce9-4986-aac9-55fb3cda12f9","2027-08-05","buy-to-let","open",""
"Elderless","0f708e81-1dea-47e1-b8b3-92f6228e56b2","2030-08-27","owner-occupied","open",""
"Elderless","0f79f5ed-41aa-4421-bd73-07a4fea76a4b","2027-11-24","buy-to-let","open",""
"Hidecreek","0f7bcee9-9212-427d-b90a-921696652fbd","2030-10-31","buy-to-let","open",""
"Hidecreek","0f7d97e0-2745-448b-bd82-cd5579056311","2027-09-16","commercial-buy-to-let","redeemed","2025-11-12"
"Elderless","0f8674f5-068c-4a0e-9fe6-d1c570fd573d","2027-10-12","buy-to-let","open",""
"Elderless","0f890d51-0aef-493a-a28f-a4d4fe02f256","2027-10-30","buy-to-let","open",""
"Elderless","0f9027d4-2508-4328-8004-995d30d3c332","2030-03-30","buy-to-let","open",""
"Roast Ham","0f9068ff-9e8f-4d45-8b48-15fdeb56b0c5","2026-07-31","owner-occupied","open",""
"Roast Ham","0f90b53f-2ae4-444c-b387-91b47f0bac0c","2027-05-31","owner-occupied","open",""
"Elderless","0f90b68d-5b85-4693-a619-afdcd2d0552d","2026-03-31","owner-occupied","switched","2026-03-10"
"Roast Ham","0f91563c-302d-4c3b-8e21-7e994d2f7b4d","2026-05-31","buy-to-let","open",""
"Elderless","0f98aab6-de6a-4c5e-9639-c3cc3926f7ef","2027-02-26","buy-to-let","open",""
"Roast Ham","0f999c2a-671b-47b3-8ac8-45da7f7dbcbe","2026-07-31","owner-occupied","open",""
"Hidecreek","0f9ab67f-ba5b-4788-9aba-cb8e1729aaf1","2028-03-01","commercial-buy-to-let","open",""
"Elderless","0f9f2905-d7d4-44fc-bd9d-1badade8d111","2027-07-31","buy-to-let","open",""
"Hidecreek","0f9fa473-f04d-4b88-beee-da6db7254a7a","2028-02-13","buy-to-let","open",""
"Elderless","0fa01d37-dc15-4472-a8ed-e7d499b81a91","2028-03-31","buy-to-let","open",""
"Elderless","0fa120fd-b293-4e4d-b1a4-fefd2364fdcd","2027-08-15","buy-to-let","open",""
"Hidecreek","0fa1b315-9267-4411-a703-2d9796e8726e","2027-05-04","commercial-buy-to-let","open",""
"Elderless","0fa41d8a-c6e4-4600-808c-12072f52e7ff","2025-12-02","buy-to-let","switched","2025-12-10"
"Roast Ham","0fa5236d-be4c-4abf-8ece-aa7b0d2d3ec6","2027-01-31","owner-occupied","open",""
"Elderless","0fa52703-898e-4781-ba33-04a4d5d70c42","2026-04-30","buy-to-let","redeemed","2026-05-19"
"Elderless","0faa7db4-e296-463a-81aa-20eb11fe01ca","2027-10-31","buy-to-let","open",""
"Elderless","0fab2a54-e56a-4d00-83aa-3fe3bab2be2a","2029-03-03","buy-to-let","open",""
"Elderless","0fae502e-47d5-4c0a-aa6e-f212575677d9","2028-10-24","owner-occupied","open",""
"Roast Ham","0fafb82d-3fd1-4a9d-83f4-e96ea4a5a992","2027-09-30","owner-occupied","open",""
"Elderless","0fb14130-1a0c-405d-bd26-746935847f85","2025-09-30","owner-occupied","redeemed","2024-09-14"
"Roast Ham","0fb4d03e-d83f-4527-abe3-1fd2e9c3eabe","2025-06-27","owner-occupied","redeemed","2025-07-22"
"Elderless","0fb5d149-6ae9-4da2-a9cc-6e2964b6de52","2030-08-19","buy-to-let","open",""
"Roast Ham","0fb662bf-3f09-4497-bc7d-408db5467e01","2028-12-31","owner-occupied","open",""
"Elderless","0fb7aeea-414e-47b6-9c2e-f43de93e4aa3","2027-08-31","buy-to-let","open",""
"Elderless","0fb91ef6-16ca-4d25-aec4-6ff872116276","2027-04-10","buy-to-let","open",""
"Roast Ham","0fb9294b-37d1-4fac-b887-0f7e38851f0b","2029-01-31","owner-occupied","open",""
"Roast Ham","0fbe475d-8fac-4e12-b8d3-5fe3ddf5f394","2025-11-30","buy-to-let","redeemed","2025-09-06"
"Elderless","0fbf8e2b-195a-4dc9-a127-802aeb5cbaf5","2025-11-15","owner-occupied","switched","2025-09-09"
"Hidecreek","0fc2c06c-0b35-4776-be60-26c79187dd5c","2028-12-01","buy-to-let","switched","2026-04-29"
"Roast Ham","0fc596c7-abcf-446a-947d-fbb1f2e9d067","2025-05-25","buy-to-let","switched","2025-05-23"
"Elderless","0fc63b47-114f-45a7-b793-ac73eb24b75f","2031-02-28","buy-to-let","open",""
"Roast Ham","0fc709b6-b645-4d23-aee5-b0758ce40db7","2026-12-31","owner-occupied","open",""
"Elderless","0fc7a76e-a622-42bb-aa37-4b81af600886","2027-03-17","buy-to-let","open",""
"Elderless","0fcb2e33-a797-4ebe-9334-3b5cb616cfb7","2026-10-22","buy-to-let","open",""
"Elderless","0fccc06c-5f16-4ea1-81b9-0c0410c3e716","2027-06-30","buy-to-let","open",""
"Hidecreek","0fcd505b-cf85-48da-bde7-b0127487fec8","2030-05-16","buy-to-let","open",""
"Roast Ham","0fd166f8-297f-490b-8fea-7e4c5e76e856","2025-06-30","buy-to-let","redeemed","2025-07-02"
"Elderless","0fd2ed5f-f454-49b2-b053-356efe471ab5","2028-01-15","buy-to-let","open",""
"Hidecreek","0fd3944c-b37d-415f-8b2f-d37170f992d7","2026-06-28","semi-commercial-buy-to-let","open",""
"Roast Ham","0fd581cf-f06d-4103-92af-113b940887e4","2026-09-30","owner-occupied","open",""
"Elderless","0fd9337e-c79e-448f-850d-7ba51c7411e3","2030-09-04","buy-to-let","open",""
"Roast Ham","0fd9beb3-fd6e-428a-8682-cc8cced1924c","2027-10-31","buy-to-let","open",""
"Elderless","0fdb566d-5015-4363-a921-d5c743003f64","2026-08-31","buy-to-let","open",""
"Elderless","0fdb94d8-e171-41a8-a883-edbe1f06a128","2026-03-31","buy-to-let","redeemed","2026-04-11"
"Hidecreek","0fdbb26e-f2fa-47d7-aff7-aa94e45ad16e","2027-11-22","buy-to-let","open",""
"Elderless","0fe233cb-43f7-44dd-8672-fc295c5b370b","2027-08-06","buy-to-let","open",""
"Hidecreek","0fe296f5-0f17-470e-a5aa-4c0788115315","2026-01-22","buy-to-let","open",""
"Hidecreek","0fe29e22-8d0a-4816-b600-0c5050972957","2031-03-14","semi-commercial-buy-to-let","switched","2026-03-17"
"Elderless","0fe4ecc1-beff-426a-9d38-0a84264881de","2025-10-04","buy-to-let","switched","2025-09-16"
"Elderless","0b8730b9-1f7e-4475-b1f6-7ac6177728d2","2027-01-31","buy-to-let","open",""
"Roast Ham","0b898f32-3f6e-46bc-ae8f-6e6d73c04ffa","2027-06-30","owner-occupied","open",""
"Roast Ham","0b8995ea-a551-4a4b-8e68-b20abb049579","2027-05-31","buy-to-let","open",""
"Roast Ham","0b8a6fcb-9890-4076-b816-7741d6209ed8","2026-03-31","owner-occupied","redeemed","2026-03-03"
"Elderless","0b8b8db9-75f5-48d8-9d8a-9b9a5b2df323","2027-05-23","buy-to-let","open",""
"Roast Ham","0b8f5338-9b25-49d6-aaa7-f7b044be1ec7","2025-08-31","buy-to-let","redeemed","2025-09-02"
"Roast Ham","0b9310e7-88fe-4009-81b0-8b9980960ef9","2025-11-30","owner-occupied","redeemed","2023-09-30"
"Roast Ham","0b9370c3-ac6c-4f7d-9041-a3e93b455e8d","2026-05-31","owner-occupied","switched","2026-03-05"
"Elderless","0b949729-119f-4675-bf8b-059923385196","2031-05-28","buy-to-let","open",""
"Elderless","0b959b3e-9fda-464f-b5c5-27e9a7b5a947","2030-10-06","buy-to-let","open",""
"Elderless","0b95def8-dd01-4446-a039-24862a2cc9cb","2025-08-31","buy-to-let","switched","2025-05-29"
"Roast Ham","0b970c4a-bef2-4e2b-bd4e-970f90222710","2028-10-31","buy-to-let","open",""
"Elderless","0b985ca9-57ac-4357-848c-fc535afd37ad","2030-03-02","buy-to-let","open",""
"Elderless","0b9979b6-a60e-4cd6-b328-73a1606a5af3","2030-02-19","owner-occupied","open",""
"Elderless","0b9d98e6-80a5-487c-8da5-ac3554b9cfd9","2030-01-22","buy-to-let","open",""
"Roast Ham","0ba02e82-8a56-4fd8-8b5e-1370cb41f82a","2025-06-30","owner-occupied","switched","2025-06-25"
"Elderless","0ba48013-db9b-4820-8701-b3b6d2c1f1b1","2027-05-31","buy-to-let","open",""
"Roast Ham","0badcdb8-7b19-4319-b2bc-223f1bcad548","2026-09-30","owner-occupied","open",""
"Elderless","0bba1315-6c25-4540-bbee-4583bb78c145","2027-11-06","buy-to-let","open",""
"Elderless","0bbba1b6-3349-4d2f-9ff0-4e882627d19d","2028-08-01","buy-to-let","open",""
"Roast Ham","0bbe1c4c-c357-4944-8d10-e62fa1869ebd","2026-02-28","owner-occupied","switched","2026-02-05"
"Elderless","0bbe3256-7cba-41d3-b17a-805d03007752","2028-11-30","owner-occupied","open",""
"Elderless","0bbe4493-8b1f-4fac-9d51-9f4820f4d99a","2028-09-03","buy-to-let","open",""
"Hidecreek","0bc19be9-441b-435c-9b08-0f60e510553e","2030-05-01","buy-to-let","open",""
"Elderless","0bc26f74-139f-4623-a54b-6cd1debe0846","2029-02-28","owner-occupied","open",""
"Elderless","0bc31a79-1651-4bf7-a7a7-7eeb72cf9c1c","2028-01-29","owner-occupied","open",""
"Hidecreek","0bcbc3b0-eba6-46b3-8711-a1a5e675690a","2027-01-21","buy-to-let","open",""
"Elderless","0bcc93d6-56d2-4787-8bd5-87b08016f7f4","2026-06-12","buy-to-let","open",""
"Elderless","0bccf94a-583d-4e2c-a5b9-f292e5181238","2026-12-31","owner-occupied","open",""
"Elderless","0bd098d2-3dd3-4efa-a4f1-4545034098f7","2027-05-12","buy-to-let","open",""
"Elderless","0bd1e546-b329-410f-b070-f28f3c5c0036","2026-06-10","buy-to-let","switched","2026-03-27"
"Hidecreek","0bd268be-6cab-4703-970c-f185d374576d","2029-07-10","buy-to-let","open",""
"Roast Ham","0bd513fa-df97-44c1-aece-55a905bad0bc","2025-09-30","buy-to-let","redeemed","2025-11-13"
"Elderless","0bd8a3ac-ba78-4bf0-b453-0a7ba8b7b42d","2030-08-07","buy-to-let","open",""
"Elderless","0bd95941-e235-4c6f-9fdb-8a20e07013b3","2026-12-15","buy-to-let","open",""
"Roast Ham","0bd9a24e-9b92-4d9b-8038-d6022273a5b0","2028-01-31","buy-to-let","open",""
"Roast Ham","0bdd9378-9bc2-4152-865b-c1967b79bd9f","2027-05-31","owner-occupied","open",""
"Roast Ham","0bddae1c-af44-4494-8bc8-2229c6904a51","2029-11-30","owner-occupied","open",""
"Elderless","0be12d75-bb22-49c7-b18b-ffdecf58bea1","2029-03-26","owner-occupied","open",""
"Elderless","0be19ce6-3bce-4bea-b64b-0b07bf97a334","2028-01-05","owner-occupied","open",""
"Hidecreek","0be65df6-5ca0-4518-b5f1-88f22e99e73c","2028-04-04","buy-to-let","open",""
"Elderless","0be66ce7-1722-4454-a361-605dab996af0","2028-09-30","owner-occupied","open",""
"Roast Ham","0be9e5b1-e5f5-4858-8a83-5d6ee00c36d5","2026-03-31","owner-occupied","redeemed","2026-04-02"
"Elderless","0bebf994-dca3-4fa2-9410-539ac08e83ef","2026-06-12","buy-to-let","open",""
"Elderless","0bec3311-2114-46a1-9271-d1338f635889","2030-06-01","buy-to-let","open",""
"Elderless","0bed707a-d4b8-4f87-ba77-52a17b4dc09f","2028-05-20","buy-to-let","open",""
"Roast Ham","0befbbc1-0052-4677-9911-e3fdeac4c253","2026-08-31","owner-occupied","open",""
"Elderless","0bf16865-161b-4e2f-a3e9-b4fc7b7e4a44","2029-09-18","buy-to-let","open",""
"Hidecreek","0bf39fb0-da7f-41f9-949d-6fbb6d62a4e4","2027-10-06","buy-to-let","switched","2025-10-08"
"Elderless","0bf6a0d2-c68d-46a9-ba68-93a996316190","2026-12-31","buy-to-let","open",""
"Elderless","0c011651-e9ed-44e0-938f-69945a898eda","2029-08-15","owner-occupied","open",""
"Elderless","0c01cd6a-4a7e-4e29-a51a-fb4dfc0aa4d0","2026-12-01","buy-to-let","open",""
"Elderless","0c0310d8-b056-424c-906b-c9160eda51da","2028-03-22","buy-to-let","open",""
"Hidecreek","0c03afc3-82b8-49b0-9c56-b4e9a02f1957","2026-03-26","commercial-buy-to-let","switched","2026-04-29"
"Elderless","0c056340-a2c2-440d-9265-5facb0c9a6cc","2028-01-31","buy-to-let","open",""
"Elderless","0c060ee8-2c9c-487b-b83b-7bae99963356","2027-10-01","buy-to-let","open",""
"Elderless","0c083450-42f7-48e6-92e4-35025569f17a","2028-04-30","buy-to-let","open",""
"Elderless","0c0c7bc2-c24e-44d7-a968-7d3133906402","2029-12-15","buy-to-let","open",""
"Elderless","0c0e00c8-2b07-46a1-8a96-73983cfe1ec1","2025-12-31","buy-to-let","switched","2025-12-13"
"Hidecreek","0c146b56-7e99-4fc2-beff-202595d33b53","2031-02-11","semi-commercial-owner-occupied","open",""
"Elderless","0c17535d-7fdc-4ba3-896f-fa1b0ba3ce81","2031-03-24","buy-to-let","open",""
"Hidecreek","0c199b21-9ac1-4033-b86b-208b7b91df0e","2030-05-02","buy-to-let","open",""
"Hidecreek","0c1b5f76-4ea7-4288-8deb-dec3b652fd05","2031-01-14","buy-to-let","open",""
"Elderless","0c1cb1a2-e996-448e-ba1f-d205fd30e230","2026-02-28","buy-to-let","redeemed","2025-04-10"
"Elderless","0c1ff37a-d5d2-4c0f-a3df-5ec5166c483a","2028-10-09","buy-to-let","open",""
"Elderless","0c221505-998d-4c3b-bd40-7e6d697417f1","2027-10-29","owner-occupied","open",""
"Elderless","0c22357c-0906-4578-9c3a-2798409a08c2","2027-04-30","buy-to-let","open",""
"Elderless","0c264aa6-5b79-4759-872b-224ac6bfba13","2028-06-28","buy-to-let","open",""
"Roast Ham","0c264af7-3965-40b9-a9f4-0a62fc9f527c","2029-05-31","owner-occupied","open",""
"Elderless","0c2aba38-b8b5-4b33-a516-3d1f5622d9b0","2028-01-31","owner-occupied","open",""
"Roast Ham","0c338a98-9fbe-46d1-809c-5da807c76c8b","2028-04-30","owner-occupied","open",""
"Roast Ham","0c36bb83-a5d9-457e-992a-f80662e02041","2027-11-30","owner-occupied","open",""
"Elderless","0c36bd75-8252-4429-b30f-8b873fffac04","2029-11-27","buy-to-let","open",""
"Roast Ham","0c39c5e2-ea46-4ecc-8411-17ce5d321f8b","2025-07-31","owner-occupied","redeemed","2025-08-27"
"Elderless","0c3d3661-9d2a-43d9-8024-799307ee5256","2026-01-28","owner-occupied","switched","2026-05-15"
"Elderless","0c47b60e-63ae-457e-abb5-6b9665d89b44","2025-09-15","buy-to-let","switched","2025-08-01"
"Elderless","0c4d8774-e613-4978-a533-424774cd7cde","2031-01-14","buy-to-let","open",""
"Elderless","0c4db8e4-6a31-486f-93ab-93fe3424da41","2027-08-24","buy-to-let","open",""
"Roast Ham","0c4f179a-0f04-4ed2-9c1b-992868361d92","2029-01-31","owner-occupied","redeemed","2025-09-05"
"Roast Ham","0c500803-b6fc-4d86-98b4-7f7db4370204","2026-05-31","owner-occupied","open",""
"Elderless","0c595daf-ef09-4f4a-ac1a-2bde94de636c","2025-12-31","owner-occupied","switched","2026-02-06"
"Roast Ham","0c5bdbd5-9deb-4a15-b5ce-b60d8afae0e7","2027-06-30","buy-to-let","open",""
"Elderless","0c5ce1bd-be7f-45ef-985f-7f0356ea1814","2027-10-05","buy-to-let","open",""
"Roast Ham","0bcf1de4-9d1d-4651-ac6d-1e0de6a2dd36","2028-01-31","owner-occupied","open",""
"Elderless","0bd40b3f-aef5-497c-bd68-12cbcf26b8ac","2027-07-07","buy-to-let","open",""
"Elderless","0bd469e8-aac5-4ede-bb4c-23d6df4b53ad","2028-03-31","buy-to-let","open",""
"Elderless","0bda42d9-d7b8-4196-8d23-82d81f81a5b3","2030-05-31","buy-to-let","open",""
"Roast Ham","0bdc39fb-d016-4f63-9682-85bdd07d05a4","2028-12-31","owner-occupied","redeemed","2025-11-07"
"Roast Ham","0be1df13-edfb-4bd1-a824-4e67210b5473","2028-10-31","buy-to-let","open",""
"Roast Ham","0be2513f-47bf-4320-b6f9-d7fee6d55e07","2026-01-31","buy-to-let","switched","2026-01-09"
"Elderless","0be33d32-7737-4527-a8eb-a757d908620d","2029-02-15","buy-to-let","redeemed","2025-03-11"
"Elderless","0be56584-f041-4886-84df-1bf18b721970","2027-09-30","buy-to-let","open",""
"Elderless","0be745c8-e205-4db9-b9a8-48c3802025cd","2027-10-12","buy-to-let","open",""
"Elderless","0be98785-8f54-435b-8e68-7126e1b8da7a","2025-07-31","buy-to-let","switched","2025-06-20"
"Roast Ham","0bec222a-2aa6-4135-85be-e57114bb96ab","2029-06-30","owner-occupied","open",""
"Elderless","0bedf914-57e1-442c-a296-3d93eab7926b","2028-03-08","buy-to-let","open",""
"Roast Ham","0bef849e-0236-43f4-bd65-8f7bfb916694","2026-01-31","owner-occupied","redeemed","2026-02-03"
"Elderless","0bf1f9cb-7d92-4012-a039-1dc4e70a802b","2026-11-30","owner-occupied","open",""
"Roast Ham","0bf29182-ab56-4eec-b608-f6fab9f75aa3","2025-11-30","owner-occupied","switched","2025-09-20"
"Roast Ham","0bf2e44f-1660-4e30-b705-679609d47172","2026-10-31","owner-occupied","open",""
"Elderless","0bf41850-e54c-4956-ba87-0453972e1c3b","2026-11-28","buy-to-let","open",""
"Elderless","0bf5559f-efdb-45c3-9f88-3b3e4cf025a7","2028-02-04","buy-to-let","open",""
"Elderless","0bf6a19d-453d-42dc-a50d-394938c72f10","2027-02-28","buy-to-let","open",""
"Roast Ham","0bfea4bf-cf74-4fe9-a3bd-735ffa063049","2026-07-31","owner-occupied","open",""
"Elderless","0c006c28-7a03-4ea9-a42d-f9f7b54e447f","2025-05-31","buy-to-let","redeemed","2025-06-17"
"Elderless","0c008757-4ee2-49f8-b9ae-fcb19bb1a306","2026-09-20","buy-to-let","open",""
"Roast Ham","0c00ee9c-32e1-458a-a668-2f4d83777d81","2027-04-30","owner-occupied","open",""
"Elderless","0c013a5c-a7fd-4c41-993c-b326f01833da","2029-04-25","buy-to-let","open",""
"Elderless","0c0241e5-fb90-4a94-b7b9-80c0d6ead288","2029-10-01","buy-to-let","open",""
"Elderless","0c0369c4-1951-4b8f-88b4-8514e494d7e0","2027-06-13","buy-to-let","open",""
